image	date	source
X_20260828_12.jpg	2026-08-28	filename
X_20260828_13.jpg	2026-08-28	filename
X_20260828_14.jpg	2026-08-28	filename
X_20260828_15.jpg	2026-08-28	filename
X_20260905_01.png	2026-09-04	exif
X_20260905_02.png	2026-09-04	exif
X_20260905_03.png	2026-09-04	exif
X_20260905_04.png	2026-09-04	exif
X_20260905_05.jpg	2026-09-05	filename
X_20260905_06.jpg	2026-09-05	filename
X_20260905_07.png	2026-09-04	exif
X_20260905_08.png	2026-09-04	exif
X_20260905_09.png	2026-09-04	exif
X_20260905_10.png	2026-09-04	exif
X_20260905_11.png	2026-09-02	exif
X_20260905_12.png	2026-09-02	exif
X_20260905_13.jpg	2026-09-05	filename
X_20260905_14.jpg	2026-09-05	filename
X_20260918_04_ELPW.png	2026-09-18	exif
X_20260918_11_afterhours.png	2026-09-17	exif
X_20260918_12_doublebottom.jpg	2026-09-17	exif
X_20260918_13_NUWE.png	2026-09-16	exif
X_20260918_15_NTCL.png	2026-09-15	exif
X_20260918_21_entry_below_ma.png	2026-09-13	exif
X_20260918_22_pipeline.png	2026-09-13	exif
X_20260918_23_watchlist.png	2026-09-13	exif
X_20260918_24_SXTC.png	2026-09-11	exif
X_20260918_26_GRI.jpg	2026-09-08	exif
X_20260918_27_CUPR.jpg	2026-09-09	exif
X_20260918_28_CUPR.png	2026-09-08	exif
X_20260918_29_KWM.png	2026-09-08	exif
X_20260918_48_WETO.jpg	2026-09-06	exif
X_20260918_54_indicators.png	2026-09-05	exif
X_20260918_61_VEEE.jpg	2026-09-18	filename
X_20260918_66_ELPW.jpg	2026-09-18	filename
X_20260918_85_YMT.jpg	2026-09-18	filename
